movie_id,title,genre,release_year,duration_minutes
60,Movie 60,Horror,2001,91
61,Movie 61,Comedy,2009,111
62,Movie 62,Thriller,1994,99
63,Movie 63,Sci-Fi,1987,104
64,Movie 64,Horror,1990,91
65,Movie 65,Sci-Fi,2015,83
66,Movie 66,Sci-Fi,2013,173
67,Movie 67,Romance,1983,158
68,Movie 68,Comedy,1996,117
69,Movie 69,Action,2005,157
70,Movie 70,Sci-Fi,1993,156
71,Movie 71,Sci-Fi,2005,124
72,Movie 72,Romance,1994,92
73,Movie 73,Horror,2006,98
74,Movie 74,Comedy,1994,144
75,Movie 75,Comedy,2008,149
76,Movie 76,Thriller,2017,158
77,Movie 77,Comedy,1993,111
78,Movie 78,Sci-Fi,2002,109
79,Movie 79,Comedy,1983,86
80,Movie 80,Romance,1994,173
81,Movie 81,Thriller,2015,162
82,Movie 82,Drama,1987,152
83,Movie 83,Action,1996,84
84,Movie 84,Romance,1987,165
85,Movie 85,Anime,2007,113
86,Movie 86,Thriller,1987,164
87,Movie 87,Comedy,2005,147
88,Movie 88,Drama,1989,83
89,Movie 89,Horror,2007,111
90,Movie 90,Romance,1991,135
91,Movie 91,Romance,1980,124
92,Movie 92,Romance,2017,93
93,Movie 93,Thriller,2001,164
94,Movie 94,Anime,2012,118
95,Movie 95,Anime,1998,86
96,Movie 96,Sci-Fi,1989,119
97,Movie 97,Thriller,2024,122
98,Movie 98,Romance,2017,156
99,Movie 99,Romance,2009,116
100,Movie 100,Sci-Fi,2024,119
101,Movie 101,Comedy,1984,178
102,Movie 102,Sci-Fi,2011,173
103,Movie 103,Action,1992,88
104,Movie 104,Thriller,2007,121
105,Movie 105,Thriller,1987,127
106,Movie 106,Horror,2014,127
107,Movie 107,Drama,1993,95
108,Movie 108,Comedy,1992,106
109,Movie 109,Anime,2015,148
110,Movie 110,Romance,1998,160
111,Movie 111,Romance,2010,82
112,Movie 112,Action,1982,157
113,Movie 113,Comedy,2015,158
114,Movie 114,Action,1982,131
115,Movie 115,Comedy,1990,147
116,Movie 116,Thriller,2000,142
117,Movie 117,Comedy,2011,113
118,Movie 118,Comedy,2014,101
119,Movie 119,Comedy,2015,163
120,Movie 120,Romance,1999,139
121,Movie 121,Horror,2015,154
122,Movie 122,Thriller,1996,102
123,Movie 123,Drama,1980,174
124,Movie 124,Action,2001,119
125,Movie 125,Sci-Fi,1986,173
126,Movie 126,Romance,2015,153
127,Movie 127,Comedy,1997,121
128,Movie 128,Romance,1980,141
129,Movie 129,Thriller,2022,122
130,Movie 130,Action,2018,115
131,Movie 131,Anime,2020,101
132,Movie 132,Sci-Fi,1991,87
133,Movie 133,Sci-Fi,1987,139
134,Movie 134,Romance,2016,156
135,Movie 135,Thriller,1999,175
136,Movie 136,Comedy,2016,93
137,Movie 137,Sci-Fi,1985,133
138,Movie 138,Comedy,1983,129
139,Movie 139,Romance,2000,144
140,Movie 140,Romance,1994,115
141,Movie 141,Drama,1983,164
142,Movie 142,Comedy,1982,168
143,Movie 143,Anime,1987,80
144,Movie 144,Action,1985,100
145,Movie 145,Romance,2002,179
146,Movie 146,Drama,2020,117
147,Movie 147,Comedy,1985,157
148,Movie 148,Sci-Fi,1995,104
149,Movie 149,Action,2003,167
150,Movie 150,Anime,2013,148
151,Movie 151,Action,2017,162
152,Movie 152,Sci-Fi,2019,94
153,Movie 153,Horror,2021,148
154,Movie 154,Comedy,2020,146
155,Movie 155,Horror,2001,89
156,Movie 156,Horror,2023,167
157,Movie 157,Action,1981,87
158,Movie 158,Romance,2001,108
159,Movie 159,Horror,2023,155
160,Movie 160,Comedy,1994,128
161,Movie 161,Thriller,2006,82
162,Movie 162,Comedy,1996,166
163,Movie 163,Thriller,2014,96
164,Movie 164,Horror,1981,134
165,Movie 165,Thriller,2004,125
166,Movie 166,Thriller,2022,104
167,Movie 167,Drama,2013,159
168,Movie 168,Drama,2000,141
169,Movie 169,Action,1999,116
170,Movie 170,Comedy,1995,100
171,Movie 171,Horror,1988,143
172,Movie 172,Anime,1980,178
173,Movie 173,Thriller,2008,101
174,Movie 174,Horror,2006,101
175,Movie 175,Sci-Fi,1994,88
176,Movie 176,Sci-Fi,1997,127
177,Movie 177,Romance,1987,103
178,Movie 178,Drama,1988,99
179,Movie 179,Drama,1994,148
180,Movie 180,Action,2009,103
181,Movie 181,Comedy,1997,98
182,Movie 182,Thriller,2000,165
183,Movie 183,Drama,1984,97
184,Movie 184,Comedy,2011,165
185,Movie 185,Sci-Fi,1997,104
186,Movie 186,Comedy,2013,83
187,Movie 187,Sci-Fi,1988,143
188,Movie 188,Comedy,2004,102
189,Movie 189,Horror,2011,138
190,Movie 190,Horror,2010,130
191,Movie 191,Thriller,1985,113
192,Movie 192,Anime,1993,83
193,Movie 193,Drama,1988,135
194,Movie 194,Thriller,1993,158
195,Movie 195,Comedy,1998,179
196,Movie 196,Drama,1998,159
197,Movie 197,Comedy,2002,90
198,Movie 198,Sci-Fi,1989,106
199,Movie 199,Thriller,1980,99
200,Movie 200,Comedy,2013,102
201,Movie 201,Sci-Fi,2005,175
202,Movie 202,Comedy,1992,154
203,Movie 203,Comedy,1982,101
204,Movie 204,Horror,1986,119
205,Movie 205,Action,1984,175
206,Movie 206,Drama,2021,153
207,Movie 207,Thriller,2015,103
208,Movie 208,Comedy,1991,152
209,Movie 209,Thriller,1986,177
210,Movie 210,Romance,1988,164
211,Movie 211,Drama,2020,163
212,Movie 212,Romance,1989,93
213,Movie 213,Romance,2005,176
214,Movie 214,Comedy,1999,166
215,Movie 215,Action,1987,114
216,Movie 216,Anime,2019,135
217,Movie 217,Horror,1990,142
218,Movie 218,Action,2011,176
219,Movie 219,Action,2017,86
220,Movie 220,Anime,1982,146
221,Movie 221,Anime,1992,157
222,Movie 222,Thriller,1996,135
223,Movie 223,Romance,1982,140
224,Movie 224,Thriller,1982,91
225,Movie 225,Anime,2006,98
226,Movie 226,Drama,2011,170
227,Movie 227,Action,1992,158
228,Movie 228,Sci-Fi,1985,148
229,Movie 229,Sci-Fi,2014,89
230,Movie 230,Romance,1996,178
231,Movie 231,Drama,2009,145
232,Movie 232,Romance,1981,126
233,Movie 233,Horror,2001,95
234,Movie 234,Thriller,1996,91
235,Movie 235,Action,1989,150
236,Movie 236,Horror,1985,151
237,Movie 237,Anime,2005,118
238,Movie 238,Romance,2018,128
239,Movie 239,Drama,2019,98
240,Movie 240,Romance,1999,146
241,Movie 241,Action,2018,136
242,Movie 242,Drama,2008,117
243,Movie 243,Romance,2014,167
244,Movie 244,Action,2012,113
245,Movie 245,Thriller,1997,145
246,Movie 246,Thriller,2001,113
247,Movie 247,Drama,2023,131
248,Movie 248,Drama,1991,94
249,Movie 249,Sci-Fi,2003,125
250,Movie 250,Horror,2007,139
251,Movie 251,Horror,1981,139
252,Movie 252,Comedy,1984,139
253,Movie 253,Action,2009,168
254,Movie 254,Drama,2000,165
255,Movie 255,Romance,2005,103
256,Movie 256,Sci-Fi,1985,81
257,Movie 257,Romance,2003,83
258,Movie 258,Comedy,1987,169
259,Movie 259,Romance,1984,103
260,Movie 260,Action,1999,177
261,Movie 261,Sci-Fi,1997,143
262,Movie 262,Action,2004,139
263,Movie 263,Comedy,1987,110
264,Movie 264,Horror,2002,100
265,Movie 265,Romance,2012,119
266,Movie 266,Anime,1990,115
267,Movie 267,Horror,1981,163
268,Movie 268,Thriller,2005,123
269,Movie 269,Romance,2012,93
270,Movie 270,Drama,2002,130
271,Movie 271,Anime,2024,166
272,Movie 272,Sci-Fi,1984,99
273,Movie 273,Horror,1988,111
274,Movie 274,Thriller,1997,84
275,Movie 275,Thriller,2010,108
276,Movie 276,Sci-Fi,1986,83
277,Movie 277,Action,2011,167
278,Movie 278,Drama,1995,151
279,Movie 279,Romance,2000,134
280,Movie 280,Thriller,1991,159
281,Movie 281,Action,1997,128
282,Movie 282,Anime,2020,126
283,Movie 283,Action,1997,117
284,Movie 284,Sci-Fi,2018,164
285,Movie 285,Horror,1996,138
286,Movie 286,Anime,1987,178
287,Movie 287,Sci-Fi,1982,134
288,Movie 288,Horror,1995,158
289,Movie 289,Anime,2009,80
290,Movie 290,Action,2021,169
291,Movie 291,Romance,1980,148
292,Movie 292,Thriller,1991,137
293,Movie 293,Thriller,1995,118
294,Movie 294,Anime,2024,149
295,Movie 295,Comedy,1989,141
296,Movie 296,Anime,2013,130
297,Movie 297,Horror,1997,141
298,Movie 298,Anime,2007,139
299,Movie 299,Drama,2010,122
300,Movie 300,Action,1997,156
301,Movie 301,Romance,1992,95
302,Movie 302,Drama,1982,120
303,Movie 303,Romance,1989,133
304,Movie 304,Horror,2021,125
305,Movie 305,Anime,1993,120
306,Movie 306,Sci-Fi,2015,122
307,Movie 307,Comedy,1987,148
308,Movie 308,Sci-Fi,2023,177
309,Movie 309,Drama,2016,157
310,Movie 310,Comedy,2023,124
311,Movie 311,Anime,1988,177
312,Movie 312,Romance,1981,127
313,Movie 313,Anime,2014,176
314,Movie 314,Romance,1999,177
315,Movie 315,Drama,1985,123
316,Movie 316,Action,1997,121
317,Movie 317,Action,1992,149
318,Movie 318,Drama,2008,115
319,Movie 319,Horror,2021,147
320,Movie 320,Horror,2014,82
321,Movie 321,Drama,2010,169
322,Movie 322,Action,2021,135
323,Movie 323,Sci-Fi,1994,102
324,Movie 324,Comedy,2002,86
325,Movie 325,Drama,1988,176
326,Movie 326,Romance,2019,169
327,Movie 327,Anime,1999,167
328,Movie 328,Drama,1996,81
329,Movie 329,Horror,2019,152
330,Movie 330,Horror,1989,177
331,Movie 331,Comedy,1991,139
332,Movie 332,Thriller,2006,162
333,Movie 333,Romance,2001,109
334,Movie 334,Comedy,1982,172
335,Movie 335,Horror,2018,158
336,Movie 336,Thriller,2014,167
337,Movie 337,Horror,2001,116
338,Movie 338,Anime,1989,127
339,Movie 339,Horror,2024,113
340,Movie 340,Drama,2009,104
341,Movie 341,Sci-Fi,2015,85
342,Movie 342,Anime,1980,125
343,Movie 343,Comedy,1995,155
344,Movie 344,Anime,1980,155
345,Movie 345,Horror,1991,113
346,Movie 346,Horror,2019,144
347,Movie 347,Romance,2023,157
348,Movie 348,Action,2024,127
349,Movie 349,Horror,1990,159
350,Movie 350,Sci-Fi,1993,118
351,Movie 351,Anime,2020,142
352,Movie 352,Sci-Fi,2004,122
353,Movie 353,Action,1993,126
354,Movie 354,Thriller,2010,119
355,Movie 355,Anime,2010,161
356,Movie 356,Drama,1986,129
357,Movie 357,Romance,2002,117
358,Movie 358,Comedy,2006,88
359,Movie 359,Action,1997,118
360,Movie 360,Sci-Fi,2006,149
361,Movie 361,Anime,2011,92
362,Movie 362,Sci-Fi,2016,89
363,Movie 363,Sci-Fi,2010,137
364,Movie 364,Romance,2019,108
365,Movie 365,Romance,1980,171
366,Movie 366,Anime,2011,160
367,Movie 367,Action,2012,124
368,Movie 368,Action,2007,100
369,Movie 369,Anime,2024,108
370,Movie 370,Romance,1989,100
371,Movie 371,Comedy,2002,89
372,Movie 372,Anime,2002,85
373,Movie 373,Comedy,2024,98
374,Movie 374,Horror,2018,175
375,Movie 375,Anime,2001,144
376,Movie 376,Anime,2006,129
377,Movie 377,Comedy,2020,112
378,Movie 378,Sci-Fi,1989,163
379,Movie 379,Drama,2001,143
380,Movie 380,Horror,2006,151
381,Movie 381,Drama,2024,90
382,Movie 382,Comedy,2023,120
383,Movie 383,Comedy,1995,174
384,Movie 384,Action,2010,124
385,Movie 385,Anime,2013,94
386,Movie 386,Horror,2020,122
387,Movie 387,Anime,1980,148
388,Movie 388,Drama,2004,97
389,Movie 389,Drama,2017,134
390,Movie 390,Drama,1996,123
391,Movie 391,Anime,2003,114
392,Movie 392,Horror,2024,165
393,Movie 393,Anime,1989,159
394,Movie 394,Sci-Fi,2004,114
395,Movie 395,Thriller,2008,144
396,Movie 396,Romance,2014,114
397,Movie 397,Romance,2015,123
398,Movie 398,Action,1982,160
399,Movie 399,Sci-Fi,2002,89
400,Movie 400,Horror,1985,150
401,Movie 401,Anime,1989,172
402,Movie 402,Sci-Fi,1992,130
403,Movie 403,Horror,2004,162
404,Movie 404,Romance,2006,115
405,Movie 405,Sci-Fi,2023,140
406,Movie 406,Romance,1984,81
407,Movie 407,Thriller,1987,136
408,Movie 408,Action,1996,165
409,Movie 409,Drama,2010,152
410,Movie 410,Sci-Fi,1983,171
411,Movie 411,Action,2013,97
412,Movie 412,Sci-Fi,1980,120
413,Movie 413,Romance,2018,156
414,Movie 414,Action,2004,100
415,Movie 415,Comedy,2006,163
416,Movie 416,Sci-Fi,2021,111
417,Movie 417,Anime,2012,93
418,Movie 418,Action,1996,106
419,Movie 419,Thriller,1998,83
420,Movie 420,Drama,1996,162
421,Movie 421,Horror,1981,118
422,Movie 422,Comedy,2007,94
423,Movie 423,Romance,2011,97
424,Movie 424,Action,2010,126
425,Movie 425,Romance,1996,113
426,Movie 426,Comedy,1999,88
427,Movie 427,Thriller,2011,117
428,Movie 428,Romance,1994,118
429,Movie 429,Comedy,1987,114
430,Movie 430,Comedy,1995,117
431,Movie 431,Anime,1991,169
432,Movie 432,Anime,2002,107
433,Movie 433,Romance,2013,167
434,Movie 434,Thriller,2010,84
435,Movie 435,Thriller,1983,127
436,Movie 436,Horror,2015,94
437,Movie 437,Sci-Fi,2018,156
438,Movie 438,Drama,1984,132
439,Movie 439,Comedy,2013,119
440,Movie 440,Comedy,2009,90
441,Movie 441,Drama,1991,155
442,Movie 442,Anime,2024,133
443,Movie 443,Drama,2005,163
444,Movie 444,Action,1995,130
445,Movie 445,Thriller,2015,100
446,Movie 446,Horror,1980,84
447,Movie 447,Comedy,1987,168
448,Movie 448,Action,1989,148
449,Movie 449,Thriller,2011,156
450,Movie 450,Action,2017,150
451,Movie 451,Action,1992,140
452,Movie 452,Anime,1988,91
453,Movie 453,Drama,2009,89
454,Movie 454,Sci-Fi,2020,179
455,Movie 455,Comedy,2013,138
456,Movie 456,Sci-Fi,1995,143
457,Movie 457,Anime,2003,119
458,Movie 458,Drama,1998,153
459,Movie 459,Horror,2014,143
460,Movie 460,Romance,1992,162
461,Movie 461,Anime,1994,103
462,Movie 462,Horror,1997,145
463,Movie 463,Horror,1994,99
464,Movie 464,Anime,1992,92
465,Movie 465,Horror,2023,95
466,Movie 466,Action,2014,117
467,Movie 467,Sci-Fi,1981,158
468,Movie 468,Horror,1988,135
469,Movie 469,Action,1992,134
470,Movie 470,Sci-Fi,2001,158
471,Movie 471,Romance,2007,131
472,Movie 472,Horror,2013,178
473,Movie 473,Action,1986,176
474,Movie 474,Drama,1996,139
475,Movie 475,Anime,2001,167
476,Movie 476,Horror,1981,158
477,Movie 477,Comedy,1998,151
478,Movie 478,Romance,1995,134
479,Movie 479,Drama,1983,90
480,Movie 480,Horror,2013,125
481,Movie 481,Thriller,1984,153
482,Movie 482,Romance,1990,178
483,Movie 483,Horror,2005,136
484,Movie 484,Sci-Fi,2021,112
485,Movie 485,Sci-Fi,2020,110
486,Movie 486,Romance,2024,142
487,Movie 487,Comedy,2023,113
488,Movie 488,Thriller,2019,120
489,Movie 489,Anime,2019,150
490,Movie 490,Sci-Fi,2018,84
491,Movie 491,Horror,1998,130
492,Movie 492,Anime,2012,127
493,Movie 493,Romance,2012,90
494,Movie 494,Anime,2015,115
495,Movie 495,Action,2008,89
496,Movie 496,Anime,1980,168
497,Movie 497,Drama,2022,116
498,Movie 498,Sci-Fi,1984,125
499,Movie 499,Romance,1998,112
500,Movie 500,Thriller,2008,110
501,Movie 501,Action,1992,114
502,Movie 502,Drama,2015,179
503,Movie 503,Drama,2009,98
504,Movie 504,Horror,1985,170
505,Movie 505,Anime,2024,88
506,Movie 506,Anime,2019,134
507,Movie 507,Drama,2010,165
508,Movie 508,Thriller,1995,175
509,Movie 509,Action,2009,129
510,Movie 510,Horror,2012,98
511,Movie 511,Thriller,2023,160
512,Movie 512,Action,1998,130
513,Movie 513,Romance,1988,131
514,Movie 514,Romance,1988,82
515,Movie 515,Drama,1993,119
516,Movie 516,Drama,2017,129
517,Movie 517,Drama,1990,90
518,Movie 518,Sci-Fi,2006,91
519,Movie 519,Comedy,1982,137
520,Movie 520,Action,2002,138
521,Movie 521,Sci-Fi,2003,158
522,Movie 522,Drama,1985,169
523,Movie 523,Romance,2003,169
524,Movie 524,Horror,1989,121
525,Movie 525,Drama,1989,124
526,Movie 526,Thriller,2007,143
527,Movie 527,Drama,1985,130
528,Movie 528,Thriller,2023,145
529,Movie 529,Sci-Fi,1999,149
530,Movie 530,Anime,2020,175
531,Movie 531,Action,2019,172
532,Movie 532,Drama,1980,129
533,Movie 533,Action,1994,119
534,Movie 534,Thriller,1991,156
535,Movie 535,Romance,2008,80
536,Movie 536,Thriller,2017,110
537,Movie 537,Sci-Fi,2009,177
538,Movie 538,Action,1988,153
539,Movie 539,Romance,1996,98
540,Movie 540,Action,2012,136
541,Movie 541,Sci-Fi,2021,126
542,Movie 542,Action,2018,97
543,Movie 543,Action,2013,144
544,Movie 544,Anime,1996,133
545,Movie 545,Sci-Fi,2013,115
546,Movie 546,Anime,1993,84
547,Movie 547,Sci-Fi,2018,97
548,Movie 548,Sci-Fi,1994,104
549,Movie 549,Comedy,2020,81
550,Movie 550,Action,2020,143
551,Movie 551,Action,2011,108
552,Movie 552,Sci-Fi,2024,131
553,Movie 553,Romance,2024,163
554,Movie 554,Sci-Fi,1995,109
555,Movie 555,Comedy,1987,168
556,Movie 556,Action,1986,154
557,Movie 557,Action,1986,156
558,Movie 558,Action,2014,92
559,Movie 559,Action,2011,172
560,Movie 560,Sci-Fi,1987,179
561,Movie 561,Anime,1995,98
562,Movie 562,Thriller,1997,88
563,Movie 563,Horror,1992,135
564,Movie 564,Anime,2017,140
565,Movie 565,Anime,1985,168
566,Movie 566,Comedy,1984,166
567,Movie 567,Action,2019,151
568,Movie 568,Comedy,2011,98
569,Movie 569,Action,1981,86
570,Movie 570,Drama,1989,163
571,Movie 571,Drama,2009,96
572,Movie 572,Comedy,2022,178
573,Movie 573,Romance,2000,172
574,Movie 574,Action,1980,127
575,Movie 575,Comedy,2008,154
576,Movie 576,Sci-Fi,2007,87
577,Movie 577,Sci-Fi,2019,126
578,Movie 578,Anime,2006,135
579,Movie 579,Romance,1994,148
580,Movie 580,Romance,2020,134
581,Movie 581,Thriller,2000,83
582,Movie 582,Drama,1993,133
583,Movie 583,Comedy,1985,138
584,Movie 584,Sci-Fi,2006,137
585,Movie 585,Anime,1999,135
586,Movie 586,Horror,2005,85
587,Movie 587,Sci-Fi,1994,124
588,Movie 588,Thriller,2022,134
589,Movie 589,Comedy,2007,107
590,Movie 590,Thriller,2006,89
591,Movie 591,Anime,1993,145
592,Movie 592,Horror,2013,144
593,Movie 593,Sci-Fi,1995,143
594,Movie 594,Romance,2022,105
595,Movie 595,Thriller,2015,175
596,Movie 596,Comedy,2004,152
597,Movie 597,Comedy,1993,178
598,Movie 598,Sci-Fi,2004,92
599,Movie 599,Action,2009,135
600,Movie 600,Horror,2019,173
601,Movie 601,Sci-Fi,2014,161
602,Movie 602,Sci-Fi,1988,134
603,Movie 603,Drama,2003,102
604,Movie 604,Anime,1980,175
605,Movie 605,Horror,2006,101
606,Movie 606,Action,2015,121
607,Movie 607,Drama,2017,97
608,Movie 608,Horror,1989,179
609,Movie 609,Action,2020,124
610,Movie 610,Comedy,1993,173
611,Movie 611,Thriller,2009,105
612,Movie 612,Anime,1998,175
613,Movie 613,Horror,1996,165
614,Movie 614,Thriller,2015,95
615,Movie 615,Anime,1980,177
616,Movie 616,Drama,1999,137
617,Movie 617,Drama,2009,114
618,Movie 618,Anime,2011,143
619,Movie 619,Thriller,1991,156
620,Movie 620,Action,2006,97
621,Movie 621,Romance,1998,82
622,Movie 622,Action,1981,105
623,Movie 623,Comedy,2003,156
624,Movie 624,Anime,1989,139
625,Movie 625,Drama,2007,131
626,Movie 626,Romance,2011,150
627,Movie 627,Anime,2016,93
628,Movie 628,Sci-Fi,2011,158
629,Movie 629,Action,1997,90
630,Movie 630,Romance,1992,87
631,Movie 631,Horror,2006,175
632,Movie 632,Thriller,2016,100
633,Movie 633,Comedy,2008,89
634,Movie 634,Anime,2019,98
635,Movie 635,Romance,1989,130
636,Movie 636,Anime,2002,96
637,Movie 637,Horror,1990,153
638,Movie 638,Sci-Fi,2008,154
639,Movie 639,Horror,1999,109
640,Movie 640,Romance,1994,106
641,Movie 641,Drama,2005,175
642,Movie 642,Action,1983,91
643,Movie 643,Drama,1988,178
644,Movie 644,Comedy,2002,120
645,Movie 645,Sci-Fi,2013,94
646,Movie 646,Action,2000,158
647,Movie 647,Sci-Fi,1986,156
648,Movie 648,Comedy,2024,173
649,Movie 649,Drama,2010,170
650,Movie 650,Thriller,1996,169
651,Movie 651,Comedy,2010,86
652,Movie 652,Horror,1988,119
653,Movie 653,Sci-Fi,2018,116
654,Movie 654,Comedy,2018,90
655,Movie 655,Drama,1984,140
656,Movie 656,Sci-Fi,1994,81
657,Movie 657,Anime,2003,172
658,Movie 658,Horror,2016,113
659,Movie 659,Thriller,2000,98
660,Movie 660,Anime,2015,116
661,Movie 661,Thriller,2003,83
662,Movie 662,Anime,1995,171
663,Movie 663,Comedy,1983,173
664,Movie 664,Thriller,2007,123
665,Movie 665,Horror,2004,177
666,Movie 666,Comedy,2005,161
667,Movie 667,Comedy,2013,84
668,Movie 668,Comedy,2013,115
669,Movie 669,Drama,1995,105
670,Movie 670,Anime,2010,164
671,Movie 671,Comedy,2023,178
672,Movie 672,Horror,2004,170
673,Movie 673,Horror,2020,91
674,Movie 674,Thriller,1995,97
675,Movie 675,Romance,1997,148
676,Movie 676,Action,2007,127
677,Movie 677,Romance,2011,125
678,Movie 678,Sci-Fi,1992,110
679,Movie 679,Horror,1981,117
680,Movie 680,Comedy,2004,141
681,Movie 681,Sci-Fi,1984,179
682,Movie 682,Action,2020,100
683,Movie 683,Action,2008,94
684,Movie 684,Action,1998,103
685,Movie 685,Horror,2008,122
686,Movie 686,Drama,1999,108
687,Movie 687,Sci-Fi,2017,178
688,Movie 688,Sci-Fi,1985,93
689,Movie 689,Drama,2022,103
690,Movie 690,Drama,1982,157
691,Movie 691,Drama,1984,156
692,Movie 692,Sci-Fi,1996,160
693,Movie 693,Thriller,2019,110
694,Movie 694,Comedy,1993,88
695,Movie 695,Horror,1993,120
696,Movie 696,Anime,1981,173
697,Movie 697,Comedy,2018,161
698,Movie 698,Horror,1984,110
699,Movie 699,Comedy,1998,117
700,Movie 700,Anime,2006,145
701,Movie 701,Sci-Fi,1995,118
702,Movie 702,Anime,2019,127
703,Movie 703,Thriller,1991,178
704,Movie 704,Sci-Fi,1995,124
705,Movie 705,Sci-Fi,2008,119
706,Movie 706,Anime,2003,177
707,Movie 707,Sci-Fi,2001,169
708,Movie 708,Romance,1986,179
709,Movie 709,Action,2015,89
710,Movie 710,Thriller,1985,141
711,Movie 711,Romance,2019,153
712,Movie 712,Romance,2023,144
713,Movie 713,Thriller,2024,97
714,Movie 714,Thriller,1980,109
715,Movie 715,Sci-Fi,1989,175
716,Movie 716,Anime,2024,135
717,Movie 717,Sci-Fi,1999,149
718,Movie 718,Sci-Fi,2013,161
719,Movie 719,Sci-Fi,2021,174
720,Movie 720,Action,2020,89
721,Movie 721,Romance,1992,169
722,Movie 722,Drama,2015,150
723,Movie 723,Horror,2019,144
724,Movie 724,Anime,1988,133
725,Movie 725,Comedy,1997,160
726,Movie 726,Drama,2024,144
727,Movie 727,Horror,1980,120
728,Movie 728,Romance,1999,159
729,Movie 729,Drama,2016,151
730,Movie 730,Comedy,2017,168
731,Movie 731,Drama,2015,178
732,Movie 732,Romance,2013,176
733,Movie 733,Horror,1997,149
734,Movie 734,Sci-Fi,2021,155
735,Movie 735,Anime,1988,163
736,Movie 736,Comedy,1993,100
737,Movie 737,Thriller,2020,92
738,Movie 738,Sci-Fi,1996,83
739,Movie 739,Action,1988,141
740,Movie 740,Drama,1980,177
741,Movie 741,Drama,1994,142
742,Movie 742,Action,2000,109
743,Movie 743,Romance,1994,152
744,Movie 744,Thriller,2005,123
745,Movie 745,Action,2015,134
746,Movie 746,Action,1990,179
747,Movie 747,Sci-Fi,1987,110
748,Movie 748,Sci-Fi,2014,123
749,Movie 749,Thriller,1997,165
750,Movie 750,Thriller,1999,139
751,Movie 751,Anime,1982,131
752,Movie 752,Drama,2006,104
753,Movie 753,Sci-Fi,1994,87
754,Movie 754,Anime,1998,99
755,Movie 755,Thriller,2020,98
756,Movie 756,Drama,1995,87
757,Movie 757,Sci-Fi,2023,135
758,Movie 758,Horror,2007,94
759,Movie 759,Anime,1987,122
760,Movie 760,Sci-Fi,2009,146
761,Movie 761,Action,1983,135
762,Movie 762,Action,1987,157
763,Movie 763,Horror,2021,165
764,Movie 764,Comedy,2001,122
765,Movie 765,Comedy,1984,132
766,Movie 766,Sci-Fi,2010,117
767,Movie 767,Thriller,2017,164
768,Movie 768,Anime,2011,130
769,Movie 769,Comedy,2013,143
770,Movie 770,Horror,1992,138
771,Movie 771,Anime,2014,138
772,Movie 772,Sci-Fi,2006,117
773,Movie 773,Anime,1985,82
774,Movie 774,Romance,2014,100
775,Movie 775,Horror,2021,149
776,Movie 776,Sci-Fi,1998,173
777,Movie 777,Action,1994,98
778,Movie 778,Horror,2002,100
779,Movie 779,Action,1987,89
780,Movie 780,Action,2010,90
781,Movie 781,Action,2009,90
782,Movie 782,Romance,1997,86
783,Movie 783,Thriller,2018,173
784,Movie 784,Comedy,1998,104
785,Movie 785,Action,2014,144
786,Movie 786,Sci-Fi,1997,124
787,Movie 787,Drama,1989,95
788,Movie 788,Sci-Fi,2024,147
789,Movie 789,Sci-Fi,2018,151
